Company Name,Final Category
INDIAN IMMUNOLOGICALS LIMITED,cat-a
INNOPARK (INDIA) PRIVATE LIMITED,cat-a
INCESSANT TECHNOLOGIES PRIVATE LIMITED,cat-a
INDIAIDEAS COM LIMITED,cat-a
INGRAM MICRO INDIA PRIVATE LIMITED,cat-a
ITSOURCE TECHNOLOGIES LIMITED,cat-a
INVENIO BUSINESS SOLUTIONS PRIVATE LIMITED,cat-a
INTERTEK INDIA PRIVATE LIMITED,cat-a
INTEROCEAN SHIPPING (INDIA) PRIVATE LIMITED,cat-a
INTERCONTINENTAL CONSULTANTS AND TECHNOCRATS PRIVATE LIMITED,cat-a
INDUCTIS (INDIA) PRIVATE LIMITED,cat-a
INTERGLOBE TECHNOLOGY QUOTIENT PRIVATE LIMITED,cat-a
INDIAN ENERGY EXCHANGE LIMITED,cat-a
INDIA PROPERTY ONLINE PRIVATE LIMITED,cat-a
INTER GOLD INDIA PRIVATE LIMITED,cat-a
INCESSANT TECHNOLOGIES PRIVATE LIMITED,cat-a
INDAG RUBBER LIMITED,cat-a
INDAPUR DAIRY AND MILK PRODUCTS LIMITED,cat-a
INDECOMM GLOBAL SERVICES (INDIA) PRIVATE LIMITED,cat-a
INDIA INFOLINE HOUSING FINANCE LIMITED,cat-a
INDIA INFRADEBT LIMITED,cat-a
INDIA MORTGAGE GUARANTEE CORPORATION PVT LTD,cat-a
INDIA PROPERTY ONLINE PRIVATE LIMITED,cat-a
INDIA YAMAHA MOTOR PRIVATE LIMITED,cat-a
INDIABULLS ESTATE LIMITED,cat-a
INDIABULLS REAL ESTATE LIMITED,cat-a
INDIABULLS VENTURES LIMITED,cat-a
INDIAIDEAS COM LIMITED,cat-a
INDIAN ENERGY EXCHANGE LIMITED,cat-a
INDIAN EXPLOSIVES PRIVATE LIMITED,cat-a
INDIAN IMMUNOLOGICALS LIMITED,cat-a
INDIAN OVERSEAS BANK,cat-a
INDIAN POTASH LIMITED,cat-a
INDIAN STEEL & WIRE PRODUCTS LTD,cat-a
INDIAN SYNTHETIC RUBBER PRIVATE LIMITED,cat-a
INDITRADE CAPITAL LIMITED,cat-a
INDO COLCHEM PRIVATE LIMITED,cat-a
INDO- NATIONAL LIMITED,cat-a
INDOCEN ELECTRONIC SYSTEMS PVT LTD,cat-a
INDOCO REMEDIES LIMITED,cat-a
INDOFIL INDUSTRIES LIMITED,cat-a
INDOSTAR CAPITAL FINANCE LIMITED,cat-a
INDUCTIS (INDIA) PRIVATE LIMITED,cat-a
INDUSTRIAL SOLVENTS AND CHEMICALS PRIVATE LIMITED,cat-a
INFINITE COMPUTER SOLUTIONS (INDIA) LIMITED,cat-a
INFOCOM NETWORK LIMITED,cat-a
INFOSYS BPO LIMITED,cat-a
INFOSYS TECHNOLOGY LTD,cat-a
INGRAM MICRO INDIA PRIVATE LIMITED,cat-a
INJECTOPLAST PRIVATE LIMITED,cat-a
INNOPARK (INDIA) PRIVATE LIMITED,cat-a
INOX LEISURE LTD,cat-a
INOX WIND LIMITED,cat-a
INTEL MOBILE COMMUNICATIONS INDIA PVT LTD,cat-a
INTELLECT DESIGN ARENA LIMITED,cat-a
INTER GOLD INDIA PRIVATE LIMITED,cat-a
INTERCONTINENTAL CONSULTANTS AND TECHNOCRATS PRIVATE LIMITED,cat-a
INTERGLOBE AVIATION LIMITED,cat-a
INTERGLOBE ENTERPRISES LIMITED,cat-a
INTERGLOBE HOTELS PRIVATE LIMITED,cat-a
INTERGLOBE TECHNOLOGY QUOTIENT PRIVATE LIMITED,cat-a
INTERNATIONAL PACKAGING PRODUCTS PRIVATE LIMITED,cat-a
INTEROCEAN SHIPPING (INDIA) PRIVATE LIMITED,cat-a
INTERTEK INDIA PRIVATE LIMITED,cat-a
INVENIO BUSINESS SOLUTIONS PRIVATE LIMITED,cat-a
IOT INFRASTRUCTURE & ENERGY SERVICES LIMITED,cat-a
IRB INFRASTRUCTURE DEVELOPERS LIMITED,cat-a
ISHAN INDUSTRIES PRIVATE LIMITED,cat-a
ITD CEMENTATION INDIA LIMITED,cat-a
ITSOURCE TECHNOLOGIES LIMITED,cat-a
J.P. MORGAN SECURITES INDIA PVT LTD,cat-a
KEB HANA BANK,cat-a
KAVERI SEED COMPANY LTD.,cat-a
JVL AGRO INDUSTRIES LIMITED,cat-a
JINDAL POLY FILMS LIMITED,cat-a
KANORIA CHEMICALS & INDUSTRIES LTD,cat-a
JUBILANT LIFE SCIENCES LIMITED,cat-a
JYOTHY LABORATORIES LIMITED,cat-a
JSW STEEL LIMITED,cat-a
KALYANI STEELS LTD,cat-a
KENNAMETAL INDIA LIMITED,cat-a
JINDAL DRILLING AND INDUSTRIES LIMITED,cat-a
JAY BHARAT MARUTI LIMITED,cat-a
JINDAL PHOTO LIMITED,cat-a
JAMNA AUTO INDUSTRIES LIMITED,cat-a
JMC PROJECTS (INDIA) LIMITED,cat-a
KEC INTERNATIONAL LIMITED,cat-a
JAYPEE INFRATECH LIMITED,cat-a
JUBILANT FOODWORKS LIMITED,cat-a
JSW ENERGY LIMITED,cat-a
JBF INDUSTRIES LIMITED,cat-a
JET AIRWAYS (INDIA) LIMITED,cat-a
KELLOGG INDIA PRIVATE LIMITED,cat-a
JYOTHY FABRICARE SERVICES LIMITED,cat-a
KANCHAN INDIA LIMITED,cat-a
KHANNA PAPER MILLS LIMITED,cat-a
JAY ACE TECHNOLOGIES LIMITED,cat-a
JUBILANT GENERICS LIMITED,cat-a
JAY CHEMICAL INDUSTRIES LIMITED,cat-a
JOTUN INDIA PRIVATE LIMITED,cat-a
KEVA FRAGRANCES PRIVATE LIMITED,cat-a
JSW STEEL COATED PRODUCTS LTD,cat-a
JINDAL ALUMINIUM LIMITED.,cat-a
JAMSHEDPUR CONTINUOUS ANNEALING & PROCESSING COMPANY PRIVATE LIMITED,cat-a
JINDAL TUBULAR (INDIA) LIMITED,cat-a
JABIL CIRCUIT INDIA PRIVATE LIMITED,cat-a
JAGUAR LAND ROVER INDIA LIMITED,cat-a
JOHNSON CONTROLS AUTOMOTIVE LIMITED,cat-a
JOSCO JEWELLERS PRIVATE LIMITED,cat-a
KHAZANA JEWELLERY PRIVATE LIMITED,cat-a
JSW INFRASTRUCTURE LIMITED,cat-a
KARAMTARA ENGINEERING PRIVATE LIMITED,cat-a
JASPER INDUSTRIES PRIVATE LIMITED,cat-a
KALYAN SILKS TRICHUR PRIVATE LIMITED,cat-a
JAGUAR SERVICES PRIVATE LIMITED,cat-a
JAQUAR AND COMPANY PRIVATE LIMITED,cat-a
KESARI TOURS PRIVATE LIMITED,cat-a
JOHN DEERE FINANCIAL INDIA PRIVATE LIMITED,cat-a
JPMORGAN ASSET MANAGEMENT INDIA PRIVATE LIMITED,cat-a
JM FINANCIAL ASSET RECONSTRUCTION COMPANY PRIVATE LIMITED,cat-a
JUVENTUS ESTATE LIMITED,cat-a
KASEYA SOFTWARE INDIA PRIVATE LIMITED,cat-a
JAY POLYCHEM INDIA LIMITED,cat-a
JASPER INFOTECH PRIVATE LIMITED,cat-a
JADE ESERVICES PRIVATE LIMITED,cat-a
JONES LANG LASALLE PROPERTY CONSULTANTS INDIA PRIVATE LIMITED,cat-a
KALYANI GLOBAL ENGINEERING PRIVATE LIMITED,cat-a
JACOBS ENGINEERING INDIA PRIVATE LIMITED,cat-a
JCB INDIA LIMITED,cat-a
JINDAL ITF LIMITED,cat-a
JAGUAR SECURITY SERVICES PRIVATE LIMITED,cat-a
KEIHIN FIE PRIVATE LIMITED,cat-a
KANGARO INDUSTRIES LIMITED,cat-a
JABIL CIRCUIT INDIA PRIVATE LIMITED,cat-a
JACOBS ENGINEERING INDIA PRIVATE LIMITED,cat-a
JADE ESERVICES PRIVATE LIMITED,cat-a
JAGUAR LAND ROVER INDIA LIMITED,cat-a
JAGUAR SECURITY SERVICES PRIVATE LIMITED,cat-a
JAGUAR SERVICES PRIVATE LIMITED,cat-a
JAMNA AUTO INDUSTRIES LIMITED,cat-a
JAMSHEDPUR CONTINUOUS ANNEALING & PROCESSING COMPANY PRIVATE LIMITED,cat-a
JAQUAR AND COMPANY PRIVATE LIMITED,cat-a
JASPER INDUSTRIES PRIVATE LIMITED,cat-a
JASPER INFOTECH PRIVATE LIMITED,cat-a
JAY ACE TECHNOLOGIES LIMITED,cat-a
JAY BHARAT MARUTI LIMITED,cat-a
JAY CHEMICAL INDUSTRIES LIMITED,cat-a
JAY POLYCHEM INDIA LIMITED,cat-a
JCB INDIA LIMITED,cat-a
JET AIRWAYS (INDIA) LIMITED,cat-a
JINDAL ALUMINIUM LIMITED.,cat-a
JINDAL DRILLING AND INDUSTRIES LIMITED,cat-a
JINDAL ITF LIMITED,cat-a
JINDAL PHOTO LIMITED,cat-a
JINDAL POLY FILMS LIMITED,cat-a
JINDAL TUBULAR (INDIA) LIMITED,cat-a
JM FINANCIAL ASSET RECONSTRUCTION COMPANY PRIVATE LIMITED,cat-a
JMC PROJECTS (INDIA) LIMITED,cat-a
JOHN DEERE FINANCIAL INDIA PRIVATE LIMITED,cat-a
JOHNSON CONTROLS AUTOMOTIVE LIMITED,cat-a
JONES LANG LASALLE PROPERTY CONSULTANTS INDIA PRIVATE LIMITED,cat-a
JOSCO JEWELLERS PRIVATE LIMITED,cat-a
JOTUN INDIA PRIVATE LIMITED,cat-a
JPMORGAN ASSET MANAGEMENT INDIA PRIVATE LIMITED,cat-a
JSW ENERGY LIMITED,cat-a
JSW INFRASTRUCTURE LIMITED,cat-a
JSW STEEL COATED PRODUCTS LTD,cat-a
JSW STEEL LIMITED,cat-a
JUBILANT FOODWORKS LIMITED,cat-a
JUBILANT GENERICS LIMITED,cat-a
JUBILANT LIFE SCIENCES LIMITED,cat-a
JUVENTUS ESTATE LIMITED,cat-a
JVL AGRO INDUSTRIES LIMITED,cat-a
JYOTHY FABRICARE SERVICES LIMITED,cat-a
JYOTHY LABORATORIES LIMITED,cat-a
KALYAN SILKS TRICHUR PRIVATE LIMITED,cat-a
KALYANI GLOBAL ENGINEERING PRIVATE LIMITED,cat-a
KALYANI STEELS LTD,cat-a
KANCHAN INDIA LIMITED,cat-a
KANGARO INDUSTRIES LIMITED,cat-a
KANORIA CHEMICALS & INDUSTRIES LTD,cat-a
KARAMTARA ENGINEERING PRIVATE LIMITED,cat-a
KASEYA SOFTWARE INDIA PRIVATE LIMITED,cat-a
KAVERI SEED COMPANY LTD.,cat-a
KEB HANA BANK,cat-a
KEC INTERNATIONAL LIMITED,cat-a
KEIHIN FIE PRIVATE LIMITED,cat-a
KELLOGG INDIA PRIVATE LIMITED,cat-a
KENNAMETAL INDIA LIMITED,cat-a
KESARI TOURS PRIVATE LIMITED,cat-a
KEVA FRAGRANCES PRIVATE LIMITED,cat-a
KHANNA PAPER MILLS LIMITED,cat-a
KHAZANA JEWELLERY PRIVATE LIMITED,cat-a
KRBL LIMITED,cat-a
KIOCL LIMITED,cat-a
KSE LIMITED,cat-a
KOTHARI PRODUCTS LIMITED.,cat-a
LOVABLE LINGERIE LIMITED,cat-a
KITEX GARMENTS LIMITED,cat-a
KOKUYO CAMLIN LIMITED,cat-a
LGB FORGE LIMITED,cat-a
KIRLOSKAR BROTHERS LIMITED,cat-a
LLOYD ELECTRIC AND ENGINEERING LTD.,cat-a
L G BALAKRISHNAN & BROS LIMITED,cat-a
LINC PEN & PLASTICS LTD,cat-a
MAGMA FINCORP LIMITED,cat-a
MAC CHARLES (INDIA) LIMITED,cat-a
KPIT TECHNOLOGIES LIMITED,cat-a
KWALITY LIMITED,cat-a
MAHARASHTRA HYBRID SEEDS COMPANY PRIVATE LIMITED,cat-a
MAAHI MILK PRODUCER COMPANY LIMITED,cat-a
LOTUS DAIRY PRODUCTS PRIVATE LIMITED,cat-a
LAGUNA CLOTHING PRIVATE LIMITED,cat-a
KURLON LIMITED,cat-a
MADURA COATS PRIVATE LIMITED,cat-a
LUBRIZOL INDIA PRIVATE LIMITED,cat-a
LANXESS INDIA PRIVATE LIMITED,cat-a
KRIBHCO SHYAM FERTILIZERS LIMITED,cat-a
KIVI LABS LIMITED,cat-a
LIFESTAR PHARMA PRIVATE LIMITED,cat-a
LAMBDA THERAPEUTIC RESEARCH LIMITED,cat-a
LAURUS LABS PRIVATE LIMITED,cat-a
LG POLYMERS INDIA PRIVATE LIMITED,cat-a
L&T- MHPS BOILERS PRIVATE LIMITED,cat-a
KIRLOSKAR INTEGRATED TECHNOLOGIES PRIVATE LIMITED,cat-a
LOHIA CORP LIMITED,cat-a
KION INDIA PRIVATE LIMITED,cat-a
LANCO ANPARA POWER LIMITED,cat-a
L-3 COMMUNICATIONS INDIA PRIVATE LIMITED,cat-a
LEXMARK INTERNATIONAL (INDIA) PRIVATE LIMITED (TRF. ),cat-a
LSI INDIA RESEARCH & DEVELOPMENT PRIVATE LIMITED,cat-a
MAGNETI MARELLI UM ELECTRONIC SYSTEMS PRIVATE LIMITED,cat-a
KRISHNA MARUTI LIMITED.,cat-a
MAHINDRA FIRST CHOICE SERVICES LIMITED,cat-a
MACO CORPORATION (INDIA) PRIVATE LIMITED,cat-a
LAGU BANDHU MOTIWALE PRIVATE LIMITED,cat-a
KIRAN GEMS PRIVATE LIMITED,cat-a
KIRAN ENERGY SOLAR POWER PVT LTD,cat-a
KHIVRAJ MOTORS PRIVATE LIMITED,cat-a
MAGMA ITL FINANCE LIMITED,cat-a
L&T CAPITAL MARKETS LIMITED,cat-a
LUCINA LAND DEVELOPMENT LIMITED,cat-a
KRIBHCO INFRASTRUCTURE LIMITED,cat-a
KONY INDIA PRIVATE LIMITED,cat-a
KORE SOFTWARE SERVICE (INDIA) PRIVATE LIMITED,cat-a
KONY IT SERVICES PRIVATE LIMITED,cat-a
LOVELOCK LEWES CONSULTING SERVICES PRIVATE LIMITED,cat-a
LINDE GLOBAL SUPPORT SERVICES PVT LTD,cat-a
LOGITRANS TECHNOLOGY PRIVATE LIMITED,cat-a
KPMG GLOBAL DELIVERY CENTER PRIVATE LIMITED,cat-a
KNIGHT FRANK(INDIA) PRIVATE LIMITED,cat-a
LOBO STAFFING SOLUTIONS PRIVATE LIMITED,cat-a
LINTAS INDIA PRIVATE LIMITED,cat-a
LEA ASSOCIATES SOUTH ASIA PRIVATE LIMITED,cat-a
LUXOR WRITING INSTRUMENTS PRIVATE LIMITED,cat-a
L&T SHIPBUILDING LIMITED,cat-a
KNIGHT FRANK PROPERTY SERVICES PRIVATE LIMITED,cat-a
LG SOFT INDIA PRIVATE LIMITED,cat-a
KIDS CLINIC INDIA PRIVATE LIMITED,cat-a
KODUVALLY INSTITUTE OF MEDICAL SCIENCES PRIVATE LIMITED,cat-a
LOKMAT MEDIA PRIVATE LIMITED,cat-a
KHIVRAJ MOTORS PRIVATE LIMITED,cat-a
KIDS CLINIC INDIA PRIVATE LIMITED,cat-a
KIOCL LIMITED,cat-a
KION INDIA PRIVATE LIMITED,cat-a
KIRAN ENERGY SOLAR POWER PVT LTD,cat-a
KIRAN GEMS PRIVATE LIMITED,cat-a
KIRLOSKAR BROTHERS LIMITED,cat-a
KIRLOSKAR INTEGRATED TECHNOLOGIES PRIVATE LIMITED,cat-a
KITEX GARMENTS LIMITED,cat-a
KIVI LABS LIMITED,cat-a
KNIGHT FRANK PROPERTY SERVICES PRIVATE LIMITED,cat-a
KNIGHT FRANK(INDIA) PRIVATE LIMITED,cat-a
KODUVALLY INSTITUTE OF MEDICAL SCIENCES PRIVATE LIMITED,cat-a
KOKUYO CAMLIN LIMITED,cat-a
KONY INDIA PRIVATE LIMITED,cat-a
KONY IT SERVICES PRIVATE LIMITED,cat-a
KORE SOFTWARE SERVICE (INDIA) PRIVATE LIMITED,cat-a
KOTHARI PRODUCTS LIMITED.,cat-a
KPIT TECHNOLOGIES LIMITED,cat-a
KPMG GLOBAL DELIVERY CENTER PRIVATE LIMITED,cat-a
KRBL LIMITED,cat-a
KRIBHCO INFRASTRUCTURE LIMITED,cat-a
KRISHNA MARUTI LIMITED.,cat-a
KSE LIMITED,cat-a
KURLON LIMITED,cat-a
KWALITY LIMITED,cat-a
L G BALAKRISHNAN & BROS LIMITED,cat-a
L&T CAPITAL MARKETS LIMITED,cat-a
L&T- MHPS BOILERS PRIVATE LIMITED,cat-a
L&T SHIPBUILDING LIMITED,cat-a
L-3 COMMUNICATIONS INDIA PRIVATE LIMITED,cat-a
LAGU BANDHU MOTIWALE PRIVATE LIMITED,cat-a
LAGUNA CLOTHING PRIVATE LIMITED,cat-a
LAMBDA THERAPEUTIC RESEARCH LIMITED,cat-a
LANCO ANPARA POWER LIMITED,cat-a
LANXESS INDIA PRIVATE LIMITED,cat-a
LAURUS LABS PRIVATE LIMITED,cat-a
LEA ASSOCIATES SOUTH ASIA PRIVATE LIMITED,cat-a
LEXMARK INTERNATIONAL (INDIA) PRIVATE LIMITED (TRF. ),cat-a
LG POLYMERS INDIA PRIVATE LIMITED,cat-a
LG SOFT INDIA PRIVATE LIMITED,cat-a
LGB FORGE LIMITED,cat-a
LIFESTAR PHARMA PRIVATE LIMITED,cat-a
LINC PEN & PLASTICS LTD,cat-a
LINDE GLOBAL SUPPORT SERVICES PVT LTD,cat-a
LINTAS INDIA PRIVATE LIMITED,cat-a
LLOYD ELECTRIC AND ENGINEERING LTD.,cat-a
LOBO STAFFING SOLUTIONS PRIVATE LIMITED,cat-a
LOGITRANS TECHNOLOGY PRIVATE LIMITED,cat-a
LOHIA CORP LIMITED,cat-a
LOKMAT MEDIA PRIVATE LIMITED,cat-a
LOTUS DAIRY PRODUCTS PRIVATE LIMITED,cat-a
LOVABLE LINGERIE LIMITED,cat-a
LOVELOCK LEWES CONSULTING SERVICES PRIVATE LIMITED,cat-a
LSI INDIA RESEARCH & DEVELOPMENT PRIVATE LIMITED,cat-a
LUBRIZOL INDIA PRIVATE LIMITED,cat-a
LUCINA LAND DEVELOPMENT LIMITED,cat-a
LUXOR WRITING INSTRUMENTS PRIVATE LIMITED,cat-a
MAAHI MILK PRODUCER COMPANY LIMITED,cat-a
MAC CHARLES (INDIA) LIMITED,cat-a
MACO CORPORATION (INDIA) PRIVATE LIMITED,cat-a
MADURA COATS PRIVATE LIMITED,cat-a
MAGMA FINCORP LIMITED,cat-a
MAGMA ITL FINANCE LIMITED,cat-a
MAGNETI MARELLI UM ELECTRONIC SYSTEMS PRIVATE LIMITED,cat-a
MAHARASHTRA HYBRID SEEDS COMPANY PRIVATE LIMITED,cat-a
MAHINDRA FIRST CHOICE SERVICES LIMITED,cat-a
MITSUBISHI CORPORATION,cat-a
MANDHANA INDUSTRIES LIMITED,cat-a
MAYUR UNIQUOTERS LIMITED,cat-a
MBL INFRASTRUCTURES LIMITED,cat-a
METALYST FORGINGS LIMITED,cat-a
MOTHERSON SUMI SYSTEMS LIMITED,cat-a
MENON PISTONS LIMITED,cat-a
MAHINDRA LIFESPACE DEVELOPERS LIMITED,cat-a
MCNALLY BHARAT ENGG CO LTD,cat-a
MONTE CARLO FASHIONS LIMITED,cat-a
MMTC LIMITED,cat-a
MAURIA UDYOG LTD,cat-a
MANAPPURAM FINANCE LIMITED,cat-a
MASTEK LIMITED,cat-a
MINDA INDUSTRIES LIMITED,cat-a
MANAKSIA LIMITED,cat-a
MICROMAX INFORMATICS LTD,cat-a
MJUNCTION SERVICES LIMITED,cat-a
MAHINDRA HZPC PRIVATE LIMITED,cat-a
MCCAIN FOODS INDIA PRIVATE LIMITED,cat-a
MOON BEVERAGES LIMITED,cat-a
MORGAN STANLEY INDIA COMPANY PRIVATE LIMITED,cat-a
MERCK SPECIALITIES PRIVATE LIMITED,cat-a
MAZDA COLOURS LIMITED,cat-a
MOSAIC INDIA PRIVATE LIMITED,cat-a
MEDREICH LIMITED,cat-a
MICRO LABS LIMITED,cat-a
MEYER ORGANICS PRIVATE LIMITED,cat-a
MEHTA FLEX PRIVATE LIMITED,cat-a
MAHINDRA STEEL SERVICE CENTRE LIMITED,cat-a
MITTAL CORP LIMITED,cat-a
MARATHON ELECTRIC MOTORS (INDIA) LIMITED,cat-a
MAHINDRA GEARS & TRANSMISSIONS PRIVATE LIMITED,cat-a
MAHINDRA TSUBAKI CONVEYOR SYSTEMS PRIVATE LIMITED,cat-a
MEHRU ELECTRICAL AND MECHANICAL ENGINEERS PRIVATE LIMITED,cat-a
MITSUBISHI ELEVATOR INDIA PRIVATE LIMITED,cat-a
MEDHA SERVO DRIVES PVT LTD,cat-a
MERIL LIFE SCIENCES INDIA PRIVATE LIMITED,cat-a
MAQUET MEDICAL INDIA PRIVATE LIMITED,cat-a
MHAISKAR INFRASTRUCTURE PRIVATE LIMITED,cat-a
MODERN ROAD MAKERS P LTD,cat-a
MAHINDRA WORLD CITY JAIPUR LTD,cat-a
MOTHERSON ADVANCED TOOLING SOLUTIONS LIMITED,cat-a
MOBIS INDIA LIMITED,cat-a
MANDO AUTOMOTIVE INDIA PRIVATE LIMITED,cat-a
MERCER CONSULTING (INDIA) PRIVATE LIMITED,cat-a
METRO CASH AND CARRY INDIA PRIVATE LIMITED,cat-a
MAX HYPERMARKET INDIA PRIVATE LIMITED,cat-a
MAHINDRA RETAIL PRIVATE LIMITED,cat-a
MARRIOTT HOTELS INDIA PRIVATE LIMITED (TRF.),cat-a
MIRHA EXPORTS PRIVATE LIMITED,cat-a
MARWADI SHARES AND FINANCE LIMITED,cat-a
MANAPPURAM ASSET FINANCE LIMITED,cat-a
MAX BUPA HEALTH INSURANCE COMPANY LIMITED,cat-a
MORGAN STANLEY INDIA PRIMARY DEALER PRIVATE LIMITED,cat-a
MAVERICK SHARE BROKERS LIMITED,cat-a
MASTER CAPITAL SERVICES LIMITED,cat-a
MSV INTERNATIONAL INDIA LIMITED,cat-a
MATRIX COMSEC PRIVATE LIMITED,cat-a
MPHASIS SOFTWARE AND SERVICES (INDIA) PRIVATE LIMITED,cat-a
MSOURCE (INDIA) PRIVATE LIMITED,cat-a
MIRAFRA SOFTWARE TECHNOLOGIES PRIVATE LIMITED,cat-a
MAXHEAP TECHNOLOGIES PRIVATE LIMITED,cat-a
MOOG INDIA TECHNOLOGY CENTER PRIVATE LIMITED,cat-a
MERRILL TECHNOLOGY SERVICES INDIA PRIVATE LIMITED,cat-a
MANTHAN SOFTWARE SERVICES PRIVATE LIMITED,cat-a
MCAFEE SOFTWARE (INDIA) PRIVATE LIMITED,cat-a
METLIFE GLOBAL OPERATIONS SUPPORT CENTER PRIVATE LIMITED,cat-a
MERCEDES-BENZ RESEARCH AND DEVELOPMENT INDIA PRIVATE LIMITED,cat-a
METROPOLIS HEALTHCARE LIMITED,cat-a
MODERN MULTISPECIALTY HOSPITAL AND RESEARCH CENTRE PRIVATE LIMITED,cat-a
METHODEX SYSTEMS PRIVATE LIMITED,cat-a
MANKIND PHARMA LIMITED,cat-a
MINDA STONERIDGE INSTRUMENTS LIMITED,cat-a
MAITHON POWER LIMITED,cat-a
MOTHERSON TECHNO TOOLS LIMITED,cat-a
METRO SPECIALITY HOSPITALS PRIVATE LIMITED,cat-a
MILLTEC MACHINERY PRIVATE LIMITED,cat-a
MANIPAL HEALTH ENTERPRISES PRIVATE LIMITED,cat-a
MIOT HOSPITALS LIMITED,cat-a
METRO EXPORTERS PRIVATE LIMITED,cat-a
MAHINDRA GEARS & TRANSMISSIONS PRIVATE LIMITED,cat-a
MAHINDRA HZPC PRIVATE LIMITED,cat-a
MAHINDRA LIFESPACE DEVELOPERS LIMITED,cat-a
MAHINDRA RETAIL PRIVATE LIMITED,cat-a
MAHINDRA STEEL SERVICE CENTRE LIMITED,cat-a
MAHINDRA TSUBAKI CONVEYOR SYSTEMS PRIVATE LIMITED,cat-a
MAHINDRA WORLD CITY JAIPUR LTD,cat-a
MAITHON POWER LIMITED,cat-a
MANAKSIA LIMITED,cat-a
MANAPPURAM ASSET FINANCE LIMITED,cat-a
MANAPPURAM FINANCE LIMITED,cat-a
MANDHANA INDUSTRIES LIMITED,cat-a
MANDO AUTOMOTIVE INDIA PRIVATE LIMITED,cat-a
MANIPAL HEALTH ENTERPRISES PRIVATE LIMITED,cat-a
MANKIND PHARMA LIMITED,cat-a
MANTHAN SOFTWARE SERVICES PRIVATE LIMITED,cat-a
MAQUET MEDICAL INDIA PRIVATE LIMITED,cat-a
MARATHON ELECTRIC MOTORS (INDIA) LIMITED,cat-a
MARRIOTT HOTELS INDIA PRIVATE LIMITED (TRF.),cat-a
MARWADI SHARES AND FINANCE LIMITED,cat-a
MASTEK LIMITED,cat-a
MASTER CAPITAL SERVICES LIMITED,cat-a
MATRIX COMSEC PRIVATE LIMITED,cat-a
MAURIA UDYOG LTD,cat-a
MAVERICK SHARE BROKERS LIMITED,cat-a
MAX BUPA HEALTH INSURANCE COMPANY LIMITED,cat-a
MAX HYPERMARKET INDIA PRIVATE LIMITED,cat-a
MAXHEAP TECHNOLOGIES PRIVATE LIMITED,cat-a
MAYUR UNIQUOTERS LIMITED,cat-a
MAZDA COLOURS LIMITED,cat-a
MBL INFRASTRUCTURES LIMITED,cat-a
MCAFEE SOFTWARE (INDIA) PRIVATE LIMITED,cat-a
MCCAIN FOODS INDIA PRIVATE LIMITED,cat-a
MCNALLY BHARAT ENGG CO LTD,cat-a
MEDHA SERVO DRIVES PVT LTD,cat-a
MEDREICH LIMITED,cat-a
MEHRU ELECTRICAL AND MECHANICAL ENGINEERS PRIVATE LIMITED,cat-a
MEHTA FLEX PRIVATE LIMITED,cat-a
MENON PISTONS LIMITED,cat-a
MERCEDES-BENZ RESEARCH AND DEVELOPMENT INDIA PRIVATE LIMITED,cat-a
MERCER CONSULTING (INDIA) PRIVATE LIMITED,cat-a
MERCK SPECIALITIES PRIVATE LIMITED,cat-a
MERIL LIFE SCIENCES INDIA PRIVATE LIMITED,cat-a
MERRILL TECHNOLOGY SERVICES INDIA PRIVATE LIMITED,cat-a
METALYST FORGINGS LIMITED,cat-a
METHODEX SYSTEMS PRIVATE LIMITED,cat-a
METLIFE GLOBAL OPERATIONS SUPPORT CENTER PRIVATE LIMITED,cat-a
METRO CASH AND CARRY INDIA PRIVATE LIMITED,cat-a
METRO EXPORTERS PRIVATE LIMITED,cat-a
METRO SPECIALITY HOSPITALS PRIVATE LIMITED,cat-a
METROPOLIS HEALTHCARE LIMITED,cat-a
MEYER ORGANICS PRIVATE LIMITED,cat-a
MHAISKAR INFRASTRUCTURE PRIVATE LIMITED,cat-a
MICRO LABS LIMITED,cat-a
MICROMAX INFORMATICS LTD,cat-a
MILLTEC MACHINERY PRIVATE LIMITED,cat-a
MINDA INDUSTRIES LIMITED,cat-a
MINDA STONERIDGE INSTRUMENTS LIMITED,cat-a
MIOT HOSPITALS LIMITED,cat-a
MIRAFRA SOFTWARE TECHNOLOGIES PRIVATE LIMITED,cat-a
MIRHA EXPORTS PRIVATE LIMITED,cat-a
MITSUBISHI CORPORATION,cat-a
MITSUBISHI ELEVATOR INDIA PRIVATE LIMITED,cat-a
MITTAL CORP LIMITED,cat-a
MJUNCTION SERVICES LIMITED,cat-a
MMTC LIMITED,cat-a
MOBIS INDIA LIMITED,cat-a
MODERN MULTISPECIALTY HOSPITAL AND RESEARCH CENTRE PRIVATE LIMITED,cat-a
MODERN ROAD MAKERS P LTD,cat-a
MONTE CARLO FASHIONS LIMITED,cat-a
MOOG INDIA TECHNOLOGY CENTER PRIVATE LIMITED,cat-a
MOON BEVERAGES LIMITED,cat-a
MORGAN STANLEY INDIA COMPANY PRIVATE LIMITED,cat-a
MORGAN STANLEY INDIA PRIMARY DEALER PRIVATE LIMITED,cat-a
MOSAIC INDIA PRIVATE LIMITED,cat-a
MOTHERSON ADVANCED TOOLING SOLUTIONS LIMITED,cat-a
MOTHERSON SUMI SYSTEMS LIMITED,cat-a
MOTHERSON TECHNO TOOLS LIMITED,cat-a
